corpus	sent_id	left	node	right	node_sentences	senses	category
ind_mixed_2012_1M	287548	Karena selain	mengenai	kapan pelaksanaan shooting video klip tersebut yang sudah langsung kami sepakati sekitar weekend mendatang, selebihnya kami ini hanya ber-ha-ha-hi-hi saja sambil makan-makan dan bertukar cerita.	Karena selain <m>mengenai</m> kapan pelaksanaan shooting video klip tersebut yang sudah langsung kami sepakati sekitar weekend mendatang, selebihnya kami ini hanya ber-ha-ha-hi-hi saja sambil makan-makan dan bertukar cerita.	NA	prep
ind_mixed_2012_1M	265108	__Trus pasti sudah ada pembicaraan	mengenai	kapan rencana pernikahannya, dong,.	__Trus pasti sudah ada pembicaraan <m>mengenai</m> kapan rencana pernikahannya, dong,.	NA	prep
ind_mixed_2012_1M	980837	23 Model Law meletakkan aturan-aturan hukum	mengenai	"kapan suatu pesan data elektronik (electornic data messages) memenuhi persyaratan hukum mengenai syarat ""tertulis"", tanda tangan atau keasliannya (original)."	"23 Model Law meletakkan aturan-aturan hukum <m>mengenai</m> kapan suatu pesan data elektronik (electornic data messages) memenuhi persyaratan hukum mengenai syarat ""tertulis"", tanda tangan atau keasliannya (original)."	NA	prep
ind_mixed_2012_1M	49459	_Mengenai	kapan waktu sisa pembayaran, Pramono mengatakan, belum mengetahui secara pasti.	_<m>Mengenai</m> kapan waktu sisa pembayaran, Pramono mengatakan, belum mengetahui secara pasti.	NA	NA	prep
ind_mixed_2012_1M	229716	Keduabelas,	mengenai	kapasitas individu dan keahlian narapidana yang beragam, dibutuhkan perluasan pengembangan pelayanan berdasarkan minat narapidana dan anak didik pemasyarakatan.	Keduabelas, <m>mengenai</m> kapasitas individu dan keahlian narapidana yang beragam, dibutuhkan perluasan pengembangan pelayanan berdasarkan minat narapidana dan anak didik pemasyarakatan.	NA	prep
ind_mixed_2012_1M	904969	Dikatakan Antasari, pihak KPK akan melakukan evaluasi terhadap temuan di Kantor Bea Cukai Tanjung Priok itu, serta	mengenai	kapasitas pelakunya apakah sendiri atau ada keterkaitan dengan pejabat lain.	Dikatakan Antasari, pihak KPK akan melakukan evaluasi terhadap temuan di Kantor Bea Cukai Tanjung Priok itu, serta <m>mengenai</m> kapasitas pelakunya apakah sendiri atau ada keterkaitan dengan pejabat lain.	NA	prep
ind_mixed_2012_1M	163794	~	Mengenai	kapasitas Rusunawa yang berlokasi di Jalan Kima 8 Blok UU itu, lanjutnya, mencapai 392 orang.	<m>Mengenai</m> kapasitas Rusunawa yang berlokasi di Jalan Kima 8 Blok UU itu, lanjutnya, mencapai 392 orang.	NA	prep
ind_mixed_2012_1M	66679	Mungkin kalian akan melihat ini sebagai sentuhan Photoshop, tapi ini merupakan gambar nyata sebuah truk di Somalia, karena di sana kurang tegasnya penerapan hukum lalu lintas	mengenai	kapasitas sebuah angkutan.	Mungkin kalian akan melihat ini sebagai sentuhan Photoshop, tapi ini merupakan gambar nyata sebuah truk di Somalia, karena di sana kurang tegasnya penerapan hukum lalu lintas <m>mengenai</m> kapasitas sebuah angkutan.	NA	prep
ind_mixed_2012_1M	483089	3 Hal Penting	Mengenai	Karakter : Integritas adalah karakter seseorang yang hidupnya tanpa kompromi, yang hidup tanpa agenda ketidakjujuran dalam kesehariannya.	3 Hal Penting <m>Mengenai</m> Karakter : Integritas adalah karakter seseorang yang hidupnya tanpa kompromi, yang hidup tanpa agenda ketidakjujuran dalam kesehariannya.	NA	prep
ind_mixed_2012_1M	382473	2) Orang Kristen harus menunjukkan kepada orang tidak percaya, bahwa ia tidak dapat menyelidiki semua bukti yang dapat menjelaskan akan semua pertanyaan	mengenai	karakter Allah.	2) Orang Kristen harus menunjukkan kepada orang tidak percaya, bahwa ia tidak dapat menyelidiki semua bukti yang dapat menjelaskan akan semua pertanyaan <m>mengenai</m> karakter Allah.	NA	prep
ind_mixed_2012_1M	797059	__Jasmine Creswell Penulis dapat menciptakan karakter yang tak terlupakan melalui karakterisasi, yaitu beberapa cara lain untuk mengatakan/memperlihatkan kepada si pembaca	mengenai	karakter dalam cerita, a.l. : 1.Sifat karakter.	__Jasmine Creswell Penulis dapat menciptakan karakter yang tak terlupakan melalui karakterisasi, yaitu beberapa cara lain untuk mengatakan/memperlihatkan kepada si pembaca <m>mengenai</m> karakter dalam cerita, a.l. : 1.Sifat karakter.	NA	prep
ind_mixed_2012_1M	566260	Ayat-ayat al-Qur_n yang begitu indah dan menakjubkan, memberikan kepada kita gambaran yang jelas	mengenai	karakter dan hakekat jalan yang lurus.	Ayat-ayat al-Qur_n yang begitu indah dan menakjubkan, memberikan kepada kita gambaran yang jelas <m>mengenai</m> karakter dan hakekat jalan yang lurus.	NA	prep
ind_mixed_2012_1M	346361	Dan dia juga tidak dapat tidak pasti secara pasti pada posisinya	mengenai	karakter dari dunia.	Dan dia juga tidak dapat tidak pasti secara pasti pada posisinya <m>mengenai</m> karakter dari dunia.	NA	prep
ind_mixed_2012_1M	114498	Dewasa ini, di banyak tempat, berbicara	mengenai	karakter dianggap ketinggalan zaman.	Dewasa ini, di banyak tempat, berbicara <m>mengenai</m> karakter dianggap ketinggalan zaman.	NA	prep
ind_mixed_2012_1M	797831	Tak ketinggalan, tari topeng dari Bali, yakni Sidakarya, yang berkisah	mengenai	karakter hidup manusia.	Tak ketinggalan, tari topeng dari Bali, yakni Sidakarya, yang berkisah <m>mengenai</m> karakter hidup manusia.	NA	prep
ind_mixed_2012_1M	248350	""" 1) Harus diperlihatkan kepada orang tidak percaya bahwa dia belum berhubungan dengan semua bukti"	mengenai	karakter manusia.	""" 1) Harus diperlihatkan kepada orang tidak percaya bahwa dia belum berhubungan dengan semua bukti <m>mengenai</m> karakter manusia."	NA	prep
ind_mixed_2012_1M	849962	Pada bagian sebelumnya saya sudah memaparkan	mengenai	karakter mentor ideal, akan tetapi ada satu hal yang perlu dimiliki oleh semua mentor dan menjadi syarat mutlak, yakni intregitas.	Pada bagian sebelumnya saya sudah memaparkan <m>mengenai</m> karakter mentor ideal, akan tetapi ada satu hal yang perlu dimiliki oleh semua mentor dan menjadi syarat mutlak, yakni intregitas.	NA	prep
ind_mixed_2012_1M	908683	Cepat atau lambat, informasi	mengenai	karakter stok ikan ini akan sangat diperlukan, terutama dalam pengaturan lokasi dan musim penangkapan, penentuan jumlah armada yang beroperasi, dan bahkan sebagai masukan untuk membuat perjanjian dengan negara lain.	Cepat atau lambat, informasi <m>mengenai</m> karakter stok ikan ini akan sangat diperlukan, terutama dalam pengaturan lokasi dan musim penangkapan, penentuan jumlah armada yang beroperasi, dan bahkan sebagai masukan untuk membuat perjanjian dengan negara lain.	NA	prep
ind_mixed_2012_1M	384261	Ini di samping pentingnya keterbukaan	mengenai	karakter tanggung jawab atas nama perusahaan atau lembaga tersebut.	Ini di samping pentingnya keterbukaan <m>mengenai</m> karakter tanggung jawab atas nama perusahaan atau lembaga tersebut.	NA	prep
ind_mixed_2012_1M	71186	Dan para pemimpin dan pendidik lembaga pendidikan tersebut harus mampu memberikan suri teladan	mengenai	karakter tersebut.	Dan para pemimpin dan pendidik lembaga pendidikan tersebut harus mampu memberikan suri teladan <m>mengenai</m> karakter tersebut.	NA	prep
ind_mixed_2012_1M	694325	Pelajari prospektus reksa dana dan minta informasi secara langsung	mengenai	karakterisitik reksa dana yang hendak dibeli kepada manajer investasi.	Pelajari prospektus reksa dana dan minta informasi secara langsung <m>mengenai</m> karakterisitik reksa dana yang hendak dibeli kepada manajer investasi.	NA	prep
ind_mixed_2012_1M	526279	Harus dipahami betul	mengenai	karakteristik _endam_itu.	Harus dipahami betul <m>mengenai</m> karakteristik _endam_itu.	NA	prep
ind_mixed_2012_1M	136879	Beliau intens meneliti	mengenai	karakteristik genetik pada berbagai ayam lokal di wilayah Asia,_katanya.	Beliau intens meneliti <m>mengenai</m> karakteristik genetik pada berbagai ayam lokal di wilayah Asia,_katanya.	NA	prep
ind_mixed_2012_1M	490372	_Ia pun menyoroti, dalam kasus penyakit flu, ada fenomena menarik dari serangkaian penelitian terdahulu	mengenai	karakteristik individu terhadap penyakit ini.	_Ia pun menyoroti, dalam kasus penyakit flu, ada fenomena menarik dari serangkaian penelitian terdahulu <m>mengenai</m> karakteristik individu terhadap penyakit ini.	NA	prep
ind_mixed_2012_1M	769953	Guru harus melakukan kajian mendalam	mengenai	karakteristik mata pelajaran sebagai acuan mengembangkan indikator.	Guru harus melakukan kajian mendalam <m>mengenai</m> karakteristik mata pelajaran sebagai acuan mengembangkan indikator.	NA	prep
ind_mixed_2012_1M	110321	Ali Imran 190-191	mengenai	karakteristik ulul albab.	Ali Imran 190-191 <m>mengenai</m> karakteristik ulul albab.	NA	prep
ind_mixed_2012_1M	436098	Memberikan keteladanan	mengenai	karakteristik-karakteristik kepemimpinan pribadi ini akan mengubah ketiga peran lainnya dari intinya yang terdalam.	Memberikan keteladanan <m>mengenai</m> karakteristik-karakteristik kepemimpinan pribadi ini akan mengubah ketiga peran lainnya dari intinya yang terdalam.	NA	prep
ind_mixed_2012_1M	360185	Tujuannya adalah, agar kita lebih paham	mengenai	karakteristik, nuansa, content, dan utility yang ada di internet.	Tujuannya adalah, agar kita lebih paham <m>mengenai</m> karakteristik, nuansa, content, dan utility yang ada di internet.	NA	prep
ind_mixed_2012_1M	792176	Penempatan monumen-monumen itu secara geografis memungkinkan kita peroleh informasi yang dapat dipercaya mengenai luas kekuasaan Asoka, dan tulisan-tulisan yang tertera di atasnya merupakan sumber utama pengetahuan kita	mengenai	kariernya.	Penempatan monumen-monumen itu secara geografis memungkinkan kita peroleh informasi yang dapat dipercaya mengenai luas kekuasaan Asoka, dan tulisan-tulisan yang tertera di atasnya merupakan sumber utama pengetahuan kita <m>mengenai</m> kariernya.	NA	prep
ind_mixed_2012_1M	217652	Instrument yang ada memberikan penilaian tunggal secara global dari pemikiran yang terganggu dan pemecahan masalah dalam pengambilan keputusan	mengenai	karir dan bidang pemecahannya.	Instrument yang ada memberikan penilaian tunggal secara global dari pemikiran yang terganggu dan pemecahan masalah dalam pengambilan keputusan <m>mengenai</m> karir dan bidang pemecahannya.	NA	prep
ind_mixed_2012_1M	733767	Sepuluh Tips Untuk Peningkatan Karir Banyak pakar	mengenai	karir dan pekerjaan setuju bahwa waktu terbaik untuk mencari-cari pekerjaan baru adalah ketika anda masih nyaman dengan pekerjaan lama anda.	Sepuluh Tips Untuk Peningkatan Karir Banyak pakar <m>mengenai</m> karir dan pekerjaan setuju bahwa waktu terbaik untuk mencari-cari pekerjaan baru adalah ketika anda masih nyaman dengan pekerjaan lama anda.	NA	prep
ind_mixed_2012_1M	314894	Penelitian ini mengacu pada penelitian Geert Hofstede mengenai budaya dan memadukannya dengan penelitian Rosabeth Moss Kanter	mengenai	karir, sehingga diharapkan dapat diketahui bagaimana pengaruh budaya ini terhadap persepsi dan pilihan karir seseorang.	Penelitian ini mengacu pada penelitian Geert Hofstede mengenai budaya dan memadukannya dengan penelitian Rosabeth Moss Kanter <m>mengenai</m> karir, sehingga diharapkan dapat diketahui bagaimana pengaruh budaya ini terhadap persepsi dan pilihan karir seseorang.	NA	prep
ind_mixed_2012_1M	911323	Trus	mengenai	kartu EZlink, bs nga 1 kartu dpake utk 4 org, jd pas mo naik MRT nempelin kartu 4x.	Trus <m>mengenai</m> kartu EZlink, bs nga 1 kartu dpake utk 4 org, jd pas mo naik MRT nempelin kartu 4x.	NA	prep
ind_mixed_2012_1M	451336	"Mereka menyadari bahwa karunia-karunia itu sekarang sedang ""disenangi"" dan suasana yang tercipta oleh suatu pelayanan mimbar yang kuat"	mengenai	karunia-karunia dapat bermanfaat di segala bidang kehidupan gereja.	"Mereka menyadari bahwa karunia-karunia itu sekarang sedang ""disenangi"" dan suasana yang tercipta oleh suatu pelayanan mimbar yang kuat <m>mengenai</m> karunia-karunia dapat bermanfaat di segala bidang kehidupan gereja."	NA	prep
ind_mixed_2012_1M	870148	5. Apa artinya ajaran Alkitab	mengenai	karunia-karunia Roh dalam hubungannya dengan pelayanan di gereja?	5. Apa artinya ajaran Alkitab <m>mengenai</m> karunia-karunia Roh dalam hubungannya dengan pelayanan di gereja?	NA	prep
ind_mixed_2012_1M	497122	Pedoman untuk pemimpin terdiri atas dua pita kaset berisi ceramah saya	mengenai	karunia-karunia Roh dan sebuah buku kerja yang disertai jawaban untuk peserta.	Pedoman untuk pemimpin terdiri atas dua pita kaset berisi ceramah saya <m>mengenai</m> karunia-karunia Roh dan sebuah buku kerja yang disertai jawaban untuk peserta.	NA	prep
ind_mixed_2012_1M	821479	Bila gembala berbicara banyak	mengenai	karunia-karunia Roh maka akan mempermudah jemaatnya untuk berbicara mengenai hal itu juga.	Bila gembala berbicara banyak <m>mengenai</m> karunia-karunia Roh maka akan mempermudah jemaatnya untuk berbicara mengenai hal itu juga.	NA	prep
ind_mixed_2012_1M	530234	Banyak pendeta lain telah mengalami bahwa serangkaian khotbah	mengenai	karunia-karunia Roh tampaknya telah mempengaruhi pertumbuhan gereja.	Banyak pendeta lain telah mengalami bahwa serangkaian khotbah <m>mengenai</m> karunia-karunia Roh tampaknya telah mempengaruhi pertumbuhan gereja.	NA	prep
ind_mixed_2012_1M	919053	Saya telah melihat banyak mahasiswa seminari yang mengetahui ajaran Alkitab	mengenai	karunia-karunia Roh, namun belum menemukan dengan pasti apakah karunia mereka itu.	Saya telah melihat banyak mahasiswa seminari yang mengetahui ajaran Alkitab <m>mengenai</m> karunia-karunia Roh, namun belum menemukan dengan pasti apakah karunia mereka itu.	NA	prep
ind_mixed_2012_1M	259331	Jika gereja Saudara mempunyai filsafat pelayanan yang sudah ditetapkan dan filsafat itu tidak mempunyai bagian	mengenai	karunia-karunia Roh, saya sarankan agar filsafat tersebut diubah.	Jika gereja Saudara mempunyai filsafat pelayanan yang sudah ditetapkan dan filsafat itu tidak mempunyai bagian <m>mengenai</m> karunia-karunia Roh, saya sarankan agar filsafat tersebut diubah.	NA	prep
ind_mixed_2012_1M	100974	Itu sebabnya saya amat senang ketika Charles Fuller Institute mengadakan satu lokakarya yang sangat baik	mengenai	karunia-karunia Roh.	Itu sebabnya saya amat senang ketika Charles Fuller Institute mengadakan satu lokakarya yang sangat baik <m>mengenai</m> karunia-karunia Roh.	NA	prep
ind_mixed_2012_1M	519156	Sebagian dari filsafat pelayanan itu haruslah suatu pernyataan yang jelas mengenai apa yang dipercayai dan diharapkan oleh gereja itu	mengenai	karunia-karunia Roh.	Sebagian dari filsafat pelayanan itu haruslah suatu pernyataan yang jelas mengenai apa yang dipercayai dan diharapkan oleh gereja itu <m>mengenai</m> karunia-karunia Roh.	NA	prep
ind_mixed_2012_1M	256323	Ikon adalah simbol theologia	mengenai	karya Allah pada makhlukNya melalui penebusan Yesus Kristus.	Ikon adalah simbol theologia <m>mengenai</m> karya Allah pada makhlukNya melalui penebusan Yesus Kristus.	NA	prep
ind_mixed_2012_1M	929479	"Concern Alkitab adalah memberitahukan kepada kita suatu ""story,"" yaitu cerita"	mengenai	karya penebusan Allah bagi umat-Nya melalui Yesus Kristus.	"Concern Alkitab adalah memberitahukan kepada kita suatu ""story,"" yaitu cerita <m>mengenai</m> karya penebusan Allah bagi umat-Nya melalui Yesus Kristus."	NA	prep
ind_mixed_2012_1M	180591	2. Tanda-Tanda Hari Pentakosta Artikel tersebut tentu saja akan melengkapi pengetahuan kita	mengenai	karya Roh Kudus dalam kehidupan manusia.	2. Tanda-Tanda Hari Pentakosta Artikel tersebut tentu saja akan melengkapi pengetahuan kita <m>mengenai</m> karya Roh Kudus dalam kehidupan manusia.	NA	prep
ind_mixed_2012_1M	99099	Apapun caranya agar air tidak	mengenai	kasa yang menutupi jahitan saya.	Apapun caranya agar air tidak <m>mengenai</m> kasa yang menutupi jahitan saya.	come into touch/contact; hit	lexical_verb
ind_mixed_2012_1M	833996	Karena mereka tidak pernah mengenal seorang ayah atau bapa yang ramah dan peduli, sehingga mereka mempunyai pandangan yang terbalik	mengenai	kasih Bapa Surgawi.	Karena mereka tidak pernah mengenal seorang ayah atau bapa yang ramah dan peduli, sehingga mereka mempunyai pandangan yang terbalik <m>mengenai</m> kasih Bapa Surgawi.	NA	prep
ind_mixed_2012_1M	628403	Kita harus paham tentang ajaran Alkitab	mengenai	kasih dan benar-benar yakin bahwa itu benar, kemudian mempraktekkan sebagai tindakan yang patuh.	Kita harus paham tentang ajaran Alkitab <m>mengenai</m> kasih dan benar-benar yakin bahwa itu benar, kemudian mempraktekkan sebagai tindakan yang patuh.	NA	prep
ind_mixed_2012_1M	280403	Paulus mengembangkan kiasan ini lebih rinci dengan penjelasan	mengenai	kasih dan pengurbanan Kristus bagi gereja.	Paulus mengembangkan kiasan ini lebih rinci dengan penjelasan <m>mengenai</m> kasih dan pengurbanan Kristus bagi gereja.	NA	prep
ind_mixed_2012_1M	725433	Apakah pernyataan para pengikut Kristus	mengenai	KASIH yang mereka beritakan dapat dipertanggung-jawabkan?	Apakah pernyataan para pengikut Kristus <m>mengenai</m> KASIH yang mereka beritakan dapat dipertanggung-jawabkan?	NA	prep
ind_mixed_2012_1M	602525	Rasul Yohanes yang membahas	mengenai	KASIH, menulis: Di dalam kasih tidak ada ketakutan: kasih yang sempurna melenyapkan ketakutan; sebab ketakutan mengandung hukuman dan barangsiapa takut, ia tidak sempurna di dalam kasih.	Rasul Yohanes yang membahas <m>mengenai</m> KASIH, menulis: Di dalam kasih tidak ada ketakutan: kasih yang sempurna melenyapkan ketakutan; sebab ketakutan mengandung hukuman dan barangsiapa takut, ia tidak sempurna di dalam kasih.	NA	prep
ind_mixed_2012_1M	738165	~	Mengenai	"kasus Bulo dan Brunei, please, marilah pihak yang bersalah secara jantan mengakui: ""Oke, saya bersalah dan saya siap menanggung segala konsekuensinya""."	"<m>Mengenai</m> kasus Bulo dan Brunei, please, marilah pihak yang bersalah secara jantan mengakui: ""Oke, saya bersalah dan saya siap menanggung segala konsekuensinya""."	NA	prep
ind_mixed_2012_1M	634732	Saya melihat amuk massa yang melakukan perbuatan anarkis, khususnya di Jatim, sebagai manuver Gus Dur dengan PKB dan PBNU untuk mengalihkan perhatian publik	mengenai	kasus Bulog/Brunei.	Saya melihat amuk massa yang melakukan perbuatan anarkis, khususnya di Jatim, sebagai manuver Gus Dur dengan PKB dan PBNU untuk mengalihkan perhatian publik <m>mengenai</m> kasus Bulog/Brunei.	NA	prep
ind_mixed_2012_1M	437897	Alasan bahwa Presiden sebagai Mandataris MPRS tidak dapat memenuhi pertanggungjawaban Konstitusionalnya (	mengenai	kasus G30S/PKI), menjadi tidak jelas, bahkan absurd.	Alasan bahwa Presiden sebagai Mandataris MPRS tidak dapat memenuhi pertanggungjawaban Konstitusionalnya (<m>mengenai</m> kasus G30S/PKI), menjadi tidak jelas, bahkan absurd.	NA	prep
ind_mixed_2012_1M	700721	Ketika itu Hardi merasa penasaran untuk memindahkan tubuh Aryanti ke kanvas, setelah mendengarkan diskusi	mengenai	kasus Gus Dur-Aryanti di radio Jakarta News FM.	Ketika itu Hardi merasa penasaran untuk memindahkan tubuh Aryanti ke kanvas, setelah mendengarkan diskusi <m>mengenai</m> kasus Gus Dur-Aryanti di radio Jakarta News FM.	NA	prep
ind_mixed_2012_1M	824521	~	Mengenai	kasus keterlibatan dan dukungan atas kasus pembantaian Tiananmen, China, pada 26 Januari 1990, jurnal terbitan _he New Federalist_memuat hal yang lebih menggemparkan lagi mengenai keterkaitan Bush dengan gerakan satu dunia.	<m>Mengenai</m> kasus keterlibatan dan dukungan atas kasus pembantaian Tiananmen, China, pada 26 Januari 1990, jurnal terbitan _he New Federalist_memuat hal yang lebih menggemparkan lagi mengenai keterkaitan Bush dengan gerakan satu dunia.	NA	prep
ind_mixed_2012_1M	857552	Penjelasan	mengenai	kasus ketindihan itu bisa beragam.	Penjelasan <m>mengenai</m> kasus ketindihan itu bisa beragam.	NA	prep
ind_mixed_2012_1M	426318	Pada sekitar tahun 1994 dan 1995 nama Aditjondro menjadi dikenal luas sebagai pengkritik pemerintahan Soeharto	mengenai	kasus korupsi dan Timor Timur.	Pada sekitar tahun 1994 dan 1995 nama Aditjondro menjadi dikenal luas sebagai pengkritik pemerintahan Soeharto <m>mengenai</m> kasus korupsi dan Timor Timur.	NA	prep
ind_mixed_2012_1M	920938	Darius Dubut, MM)* Minggu-minggu dan hari-hari terakhir ini, media elektronik dan cetak di Tanah Air diramaikan oleh pemberitaan	mengenai	kasus korupsi yang menimpa para pejabat Mahkamah Agung RI.	Darius Dubut, MM)* Minggu-minggu dan hari-hari terakhir ini, media elektronik dan cetak di Tanah Air diramaikan oleh pemberitaan <m>mengenai</m> kasus korupsi yang menimpa para pejabat Mahkamah Agung RI.	NA	prep
ind_mixed_2012_1M	820956	Atau bagai-mana pandangan calon	mengenai	kasus pelanggaran HAM masa lalu?	Atau bagai-mana pandangan calon <m>mengenai</m> kasus pelanggaran HAM masa lalu?	NA	prep
ind_mixed_2012_1M	90660	Selanjutnya tentu saja kasus ini akan merebak kemana-mana seperti yang tersiar di surat-surat kabar dan berita-berita TV	mengenai	kasus pelecehan sexual terhadap anak-anak.	Selanjutnya tentu saja kasus ini akan merebak kemana-mana seperti yang tersiar di surat-surat kabar dan berita-berita TV <m>mengenai</m> kasus pelecehan sexual terhadap anak-anak.	NA	prep
ind_mixed_2012_1M	939334	Pada saat tulisan ini dibuat, terjadi perbedaan pendapat tajam	mengenai	kasus peledakan bom di Bali.	Pada saat tulisan ini dibuat, terjadi perbedaan pendapat tajam <m>mengenai</m> kasus peledakan bom di Bali.	NA	prep
ind_mixed_2012_1M	952371	Pembicaraan dengan Hutasoit dan Nathan lebih banyak	mengenai	kasus penembakan di Gereja Efata, Palu, Sulawesi Tengah.	Pembicaraan dengan Hutasoit dan Nathan lebih banyak <m>mengenai</m> kasus penembakan di Gereja Efata, Palu, Sulawesi Tengah.	NA	prep
ind_mixed_2012_1M	831402	Pada pertemuan kedua ini, Nazaruddin menyinggung	mengenai	kasus pengadaan Solar Home System, Pembangkit Listrik Tenaga Surya di Kementerian Tenaga Kerja dan Transmigrasi berbiaya Rp 8,9 miliar pada anggaran 2008.	Pada pertemuan kedua ini, Nazaruddin menyinggung <m>mengenai</m> kasus pengadaan Solar Home System, Pembangkit Listrik Tenaga Surya di Kementerian Tenaga Kerja dan Transmigrasi berbiaya Rp 8,9 miliar pada anggaran 2008.	NA	prep
ind_mixed_2012_1M	912355	Pada 12 Januari 1994 US Congressman Steven Schiff dari Albuquerque, New Mexico mengumumkan pada pers bahwa ia dihalang-halangi oleh Departemen Pertahanan ketika meminta informasi	mengenai	kasus Roswell 1947 ini.	Pada 12 Januari 1994 US Congressman Steven Schiff dari Albuquerque, New Mexico mengumumkan pada pers bahwa ia dihalang-halangi oleh Departemen Pertahanan ketika meminta informasi <m>mengenai</m> kasus Roswell 1947 ini.	NA	prep
ind_mixed_2012_1M	346997	~	Mengenai	kasus Saul dan Daud, kita memang tidak bisa mengambil kesimpulan terlalu jauh dalam hal keselamtan mereka.	<m>Mengenai</m> kasus Saul dan Daud, kita memang tidak bisa mengambil kesimpulan terlalu jauh dalam hal keselamtan mereka.	NA	prep
ind_mixed_2012_1M	630653	Pengacara Nazaruddin, OC Kaligis mengatakan Nazaruddin akan berbicara	mengenai	kasus tersebut bila tersangka kasus suap Wisma Atlet itu dipindah dari Rutan Mako Brimob, Kelapa Dua, Depok.	Pengacara Nazaruddin, OC Kaligis mengatakan Nazaruddin akan berbicara <m>mengenai</m> kasus tersebut bila tersangka kasus suap Wisma Atlet itu dipindah dari Rutan Mako Brimob, Kelapa Dua, Depok.	NA	prep
ind_mixed_2012_1M	12971	Pertama kali Nusa mendapat informasi	mengenai	kasus tersebut dari dua korespondennya di Jakarta sekitar dua minggu sebelum Gatra terbit.	Pertama kali Nusa mendapat informasi <m>mengenai</m> kasus tersebut dari dua korespondennya di Jakarta sekitar dua minggu sebelum Gatra terbit.	NA	prep
ind_mixed_2012_1M	104305	Detail peristiwa menjadi salah satu keharusan untuk memberikan gambaran secara menyeluruh kepada publik	mengenai	kasus yang kita tulis.	Detail peristiwa menjadi salah satu keharusan untuk memberikan gambaran secara menyeluruh kepada publik <m>mengenai</m> kasus yang kita tulis.	NA	prep
ind_mixed_2012_1M	592066	Saya mengutip ayat lain, KARENA ada hubungannya dengan diskusi	mengenai	"kata "" Israel atau Yahudi"", tetapi anda malahan menuduh saya berkelit."	"Saya mengutip ayat lain, KARENA ada hubungannya dengan diskusi <m>mengenai</m> kata "" Israel atau Yahudi"", tetapi anda malahan menuduh saya berkelit."	NA	prep
ind_mixed_2012_1M	38963	Hal ini sangatlah berbeda dengan Yohanes yang memberikan penjelasan	mengenai	"kata ""Bait Allah"" yang diucapkan Yesus (Yoh 2 :20-21)."	"Hal ini sangatlah berbeda dengan Yohanes yang memberikan penjelasan <m>mengenai</m> kata ""Bait Allah"" yang diucapkan Yesus (Yoh 2 :20-21)."	NA	prep
ind_mixed_2012_1M	90240	Ada dua kata yang langsung masuk ke pusat kesadaran saya: yakni	mengenai	kata community workers dan kedua mengenai kata masyarakat madani yang berkeadilan.	Ada dua kata yang langsung masuk ke pusat kesadaran saya: yakni <m>mengenai</m> kata community workers dan kedua mengenai kata masyarakat madani yang berkeadilan.	NA	prep
ind_mixed_2012_1M	264016	J: Berikut ini adalah apa yang dikatakan oleh sumber dari zaman modern dan zaman kuno	mengenai	"kata dalam bahasa Yunani untuk kata ""locust"" (dalam bahasa Indonesia: belalang): akrides."	"J: Berikut ini adalah apa yang dikatakan oleh sumber dari zaman modern dan zaman kuno <m>mengenai</m> kata dalam bahasa Yunani untuk kata ""locust"" (dalam bahasa Indonesia: belalang): akrides."	NA	prep
ind_mixed_2012_1M	925423	Lebih jauh lagi anda tidak bilang kenapa Quran bilang tidak ada keraguan didalamnya ketika banyak orang meragukannya dan kenapa Allah begitu kebingunan	mengenai	kata ganti yg menyebut _uku ini_ _uku itu_	Lebih jauh lagi anda tidak bilang kenapa Quran bilang tidak ada keraguan didalamnya ketika banyak orang meragukannya dan kenapa Allah begitu kebingunan <m>mengenai</m> kata ganti yg menyebut _uku ini_ _uku itu_	NA	prep
ind_mixed_2012_1M	30613	Point yang paling kontroversial	mengenai	kata homoousios adalah fakta bahwa pada satu Konsili lokal di Antioka (264-272) kata homoousios ditolak.	Point yang paling kontroversial <m>mengenai</m> kata homoousios adalah fakta bahwa pada satu Konsili lokal di Antioka (264-272) kata homoousios ditolak.	NA	prep
ind_mixed_2012_1M	937458	14 mengatakan bahwa Strong_ Concordance mengungkapkan fakta	mengenai	kata Ibrani untuk dihadapan mempunyai arti yang sangat bervariasi.	14 mengatakan bahwa Strong_ Concordance mengungkapkan fakta <m>mengenai</m> kata Ibrani untuk dihadapan mempunyai arti yang sangat bervariasi.	NA	prep
ind_mixed_2012_1M	90240	Ada dua kata yang langsung masuk ke pusat kesadaran saya: yakni mengenai kata community workers dan kedua	mengenai	kata masyarakat madani yang berkeadilan.	Ada dua kata yang langsung masuk ke pusat kesadaran saya: yakni mengenai kata community workers dan kedua <m>mengenai</m> kata masyarakat madani yang berkeadilan.	NA	prep
ind_mixed_2012_1M	92839	Penekanan dalam	mengenai	kata mendengar dan kata diberitakan tentang Injil adalah menegaskan tentang pentingnya mendengar Injil yang diberitakan itu untuk keselamatan.	Penekanan dalam <m>mengenai</m> kata mendengar dan kata diberitakan tentang Injil adalah menegaskan tentang pentingnya mendengar Injil yang diberitakan itu untuk keselamatan.	NA	prep
ind_mixed_2012_1M	987121	"""**21 B.B. Warfield memberikan komentar yang sangat baik"	mengenai	kata Yunani theopneustos: The Greek term has.	"""**21 B.B. Warfield memberikan komentar yang sangat baik <m>mengenai</m> kata Yunani theopneustos: The Greek term has."	NA	prep
